,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
31,13695.0,2022-02-20 20:13:08,7858,29,Đồ chơi và Trò chơi,Lego,Lego Technic,Lego Technic Excavator,Lego,899000,Lego Technic Excavator - Bộ lắp ráp siêu hấp dẫn với công nghệ động cơ.,1.9,549,0,899000,0,8553.0,14941.0,Đã giao hàng,Thẻ tín dụng,8074
32,5905.0,2022-11-03 23:42:05,3370,19,Tiêu dùng nhanh,Đồ uống,Nước ngọt,Nước ngọt Pepsi,PepsiCo,12000,Nước ngọt Pepsi PepsiCo - Hương vị cổ điển và sảng khoái.,4.7,472,0,12000,0,3656.0,,Đang xử lý,Thanh toán,8170
33,4000.0,2019-04-05 05:53:40,2295,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,0,45000,0,2485.0,,Đang xử lý,Mua hàng,8222
34,3306.0,2021-06-13 21:23:02,1897,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,1,79000,79000,2060.0,,Đã tiếp nhận,Thẻ tín dụng,8512
35,12899.0,2020-09-11 06:51:27,7371,15,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây kim loại,Đồng hồ nữ dây kim loại Michael Kors,Michael Kors,3299000,Đồng hồ nữ dây kim loại Michael Kors - Phong cách nữ tính và thanh lịch.,4.6,1046,1,3299000,3299000,8021.0,,Đã giao hàng,Hoàn tiền,8745
36,7008.0,2021-09-07 06:04:02,3991,131,Thể thao và Dã ngoại,Xe đạp đua,Xe đạp đua địa hình,Xe đạp đua địa hình Trek Procaliber,Trek,24990000,Xe đạp đua địa hình Trek Procaliber - Sự lựa chọn hàng đầu của những tay đua chuyên nghiệp.,4.9,423,2,24990000,49980000,4318.0,7632.0,Đã giao hàng,Hoàn tiền,8399
37,1051.0,2022-12-14 14:02:44,636,98,Siêu thị đồ ăn,Thực phẩm tươi sống,Thịt bò,Thịt bò tươi,Local Meats,90000,Thịt bò tươi Local Meats - Tươi ngon và thơm ngon.,3.7,1133,1,90000,90000,695.0,,Đã giao hàng,Mua hàng,8183
38,4346.0,2022-10-30 15:03:55,2470,131,Thể thao và Dã ngoại,Xe đạp đua,Xe đạp đua địa hình,Xe đạp đua địa hình Trek Procaliber,Trek,24990000,Xe đạp đua địa hình Trek Procaliber - Sự lựa chọn hàng đầu của những tay đua chuyên nghiệp.,4.9,423,12,24990000,299880000,2687.0,,Đang xử lý,Hoàn tiền,8607
39,5553.0,2022-03-27 19:12:00,3190,34,Đèn trang trí và Chiếu sáng,Đèn treo,Đèn treo phòng ngủ,Đèn treo phòng ngủ đẹp,Philips,699000,Đèn treo phòng ngủ đẹp Philips - Tạo không gian thư giãn và ấm cúng.,4.7,1288,0,699000,0,3467.0,,Đã giao hàng,Hoàn tiền,8526
40,11125.0,2021-08-04 15:52:04,6351,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,3,25000,75000,6913.0,12141.0,Đã hoàn trả,Mua hàng,8256
41,17086.0,2020-12-19 06:20:51,9771,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,1,25000,25000,10694.0,18679.0,Đã hoàn trả,Hoàn tiền,8773
42,6927.0,2022-12-02 11:25:20,3957,64,Laptop và Máy tính,Máy tính bảng,iPad,iPad Air,Apple,16990000,Apple iPad Air 10.9-inch - Máy tính bảng siêu mỏng và nhẹ.,4.8,1773,0,16990000,0,4277.0,7543.0,Đã từ chối,Hoàn tiền,8029
43,12965.0,2022-05-17 22:42:16,7421,71,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,3.1,1447,3,30000,90000,8083.0,,Đã hoàn trả,Thẻ ghi nợ,8848
44,12543.0,2021-05-31 16:25:31,7161,88,Thương mại điện tử,Máy tính xách tay,Laptop Dell,Laptop Dell XPS 13,Dell,32000000,Laptop Dell XPS 13 - Mỏng nhẹ và hiệu năng cao.,5.0,205,14,32000000,448000000,7786.0,,Đang xử lý,Thanh toán,8904
45,16730.0,2021-05-02 10:44:31,9567,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,8,15000,120000,10468.0,18282.0,Đã hoàn trả,Hoàn tiền,8510
46,6111.0,2022-12-08 05:09:20,3493,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,0,690000,0,3786.0,6663.0,Đang xử lý,Thẻ ghi nợ,8202
47,11006.0,2020-06-21 12:49:41,6266,9,Thương mại điện tử,Máy tính xách tay,Laptop Asus,Laptop Asus ZenBook,Asus,28000000,Laptop Asus ZenBook - Thiết kế sang trọng và màn hình chất lượng.,4.6,390,8,28000000,224000000,6811.0,12001.0,Đã giao hàng,Mua hàng,8303
48,12644.0,2022-12-14 18:37:26,7219,37,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ mũi nhọn,Jimmy Choo,7599000,Giày cao gót nữ mũi nhọn Jimmy Choo - Sự thanh lịch và quyến rũ.,,1738,14,7599000,106386000,7850.0,,Đã hủy,Thanh toán,8151
49,12705.0,2022-03-28 15:45:16,7252,134,Quần áo,Áo khoác,Áo khoác nam,Áo khoác nam North Face,The North Face,1200000,Áo khoác nam The North Face - Chống nước và ấm áp.,4.9,509,11,1200000,13200000,7886.0,13857.0,Đã giao hàng,Thanh toán trực tuyến,8051
50,13102.0,2022-02-05 04:25:04,7506,112,Sách,Sách tự lực,Sách phát triển bản thân,Nhà Giàu Kẻ Khó,NXB Trẻ,72000,Sách phát triển bản thân 'Nhà Giàu Kẻ Khó' - Cẩm nang tự lực và thành công.,4.7,584,4,72000,288000,8179.0,,Đã xác nhận,Thẻ ghi nợ,8153
51,15963.0,2022-01-02 09:47:31,9150,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,0,22000,0,9987.0,17438.0,Thành công,Thanh toán,8447
52,1925.0,2021-03-20 01:37:53,1123,38,Điện thoại di động,Smartphone,Pixel,Pixel 6 Pro,Google,23990000,Google Pixel 6 Pro 128GB - Trải nghiệm Android hoàn hảo cùng Google.,2.5,850,1,23990000,23990000,1214.0,,Đã giao hàng,Thanh toán,8611
53,7974.0,2022-05-02 11:39:42,4543,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,13,30000,390000,4942.0,,Đã xác nhận,Mua hàng,8128
54,7027.0,2022-04-05 20:41:49,3994,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,5,70000,350000,4321.0,,Đã hoàn trả,Hoàn tiền,8251
55,10872.0,,6195,102,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,4.8,472,18,35000,630000,,11853.0,Đã giao hàng,Thẻ ghi nợ,8732
56,6316.0,2021-08-19 20:12:30,3606,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,13,25000,325000,3903.0,,Thành công,Thẻ ghi nợ,8014
57,8985.0,2022-12-04 22:20:32,5106,24,Máy lọc không khí và Máy tạo ẩm,Máy lọc không khí,Máy lọc không khí Xiaomi,Máy lọc không khí Xiaomi Mi Air Purifier 3H,Xiaomi,2699000,Máy lọc không khí Xiaomi Mi Air Purifier 3H - Lọc không khí hiệu quả.,4.5,80,0,2699000,0,5580.0,9813.0,Đã giao hàng,Hoàn tiền,8085
58,14766.0,2020-02-17 21:14:57,8453,24,Máy lọc không khí và Máy tạo ẩm,Máy lọc không khí,Máy lọc không khí Xiaomi,Máy lọc không khí Xiaomi Mi Air Purifier 3H,Xiaomi,2699000,Máy lọc không khí Xiaomi Mi Air Purifier 3H - Lọc không khí hiệu quả.,4.5,80,12,2699000,32388000,9204.0,16105.0,Thành công,Thanh toán,8947
59,13849.0,2022-12-22 02:54:49,7948,82,Thương mại điện tử,Máy nghe nhạc,Loa di động,Loa di động JBL Charge 4,JBL,3000000,Loa di động JBL Charge 4 - Âm thanh mạnh mẽ và pin trâu.,4.7,854,6,3000000,18000000,8649.0,,Đã xác nhận,Mua hàng,8515
60,9082.0,2020-02-23 20:56:48,5143,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,16,30000,480000,5619.0,9916.0,Đã hủy,Thẻ tín dụng,8238
61,16073.0,2022-05-17 13:57:26,9210,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,4,27990000,111960000,10054.0,17560.0,Đã tiếp nhận,Hoàn tiền,8522
62,6968.0,2021-07-23 12:05:03,3977,115,Đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,4.6,1950,14,65000,910000,4301.0,,Đang xử lý,Thanh toán trực tuyến,8223
63,3852.0,2020-09-15 13:33:16,2201,125,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,4.6,952,0,120000,0,2380.0,4201.0,Đã hoàn trả,Mua hàng,8193
64,8549.0,2022-01-08 17:15:59,4876,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,1,25000,25000,5331.0,,Đã xác nhận,Hoàn tiền,8282
65,11316.0,2018-01-17 03:45:11,6461,34,Đèn trang trí và Chiếu sáng,Đèn treo,Đèn treo phòng ngủ,Đèn treo phòng ngủ đẹp,Philips,699000,Đèn treo phòng ngủ đẹp Philips - Tạo không gian thư giãn và ấm cúng.,4.7,1288,1,699000,699000,7029.0,12343.0,Thành công,Thanh toán trực tuyến,8024
66,16105.0,2022-12-31 06:12:24,9236,6,Thương mại điện tử,Điện thoại di động,Điện thoại iPhone,iPhone 13 Pro,Apple,33000000,Điện thoại iPhone 13 Pro - Thiết kế tinh tế và hiệu năng mạnh mẽ.,4.9,1404,2,33000000,66000000,10085.0,17598.0,Đã giao hàng,Thẻ ghi nợ,8021
67,3633.0,2022-03-27 23:53:45,2075,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,0,35000,0,2240.0,3960.0,Đã tiếp nhận,Mua hàng,8727
68,4452.0,2022-12-17 04:49:15,2552,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,3,35000,105000,2780.0,4863.0,Đã tiếp nhận,Mua hàng,8983
69,70.0,2014-11-25 21:05:28,36,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,35.0,,Đã tiếp nhận,Thẻ tín dụng,8805
70,5433.0,2021-02-22 07:24:20,3150,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,0,56490000,0,3421.0,,Đã xác nhận,Hoàn tiền,8346
71,643.0,2021-02-20 21:53:32,381,4,Đồ chơi và Trò chơi,Lego,Lego Creator,Lego Creator Expert,Lego,1499000,Lego Creator Expert - Bộ lắp ráp cổ điển với độ khó cao.,4.5,1993,13,1499000,19487000,426.0,705.0,Đã tiếp nhận,Mua hàng,8462
72,15924.0,2019-03-16 23:43:54,9117,50,Quần áo,Áo thun,Áo thun nữ,Áo thun nữ H&M,H&M,150000,Áo thun nữ H&M - Thời trang và thoải mái.,4.6,933,0,150000,0,9944.0,17391.0,Đang xử lý,Thanh toán trực tuyến,8400
73,16337.0,2019-02-15 14:07:29,9342,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,0,22000,0,10214.0,17854.0,Đã tiếp nhận,Mua hàng,8855
74,13351.0,2022-12-14 10:37:56,7634,94,Đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,,125,11,8000,88000,8311.0,,Đã tiếp nhận,Thẻ tín dụng,8193
75,5935.0,2021-03-11 01:55:21,3379,72,Siêu thị đồ ăn,Đồ uống,Trà,Trà xanh Nhật Bản,Japanese Green Tea,35000,Trà xanh Nhật Bản Japanese Green Tea - Thơm ngon và thanh mát.,4.7,302,19,35000,665000,3666.0,,Thành công,Mua hàng,8686
76,7672.0,2022-01-15 02:28:43,4388,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,15,30000,450000,4768.0,8362.0,Đang xử lý,Thẻ ghi nợ,8186
77,11816.0,2022-01-30 04:40:46,6724,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,3,80000,240000,7319.0,,Đã giao hàng,Hoàn tiền,8927
78,5585.0,2022-12-05 05:28:13,3206,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,0,25000,0,3484.0,,Đã xác nhận,Mua hàng,8676
79,16704.0,2022-12-07 19:03:19,9549,1,Quần áo,Quần leggings,Quần leggings nữ,Quần leggings nữ Adidas,Adidas,500000,Quần leggings nữ Adidas - Thoải mái khi vận động.,2.6,1220,11,500000,5500000,10440.0,,Thành công,Thanh toán,8310
80,2833.0,2020-06-18 05:22:59,1642,8,Túi xách và Ví,Ví nam,Ví nam da bò,Ví nam da bò Montblanc,Montblanc,4999000,Ví nam da bò Montblanc - Phong cách sang trọng và thanh lịch.,4.8,226,9,4999000,44991000,1768.0,3085.0,Thành công,Mua hàng,8192
81,3344.0,2022-02-22 01:20:26,1927,127,Siêu thị đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,4.7,519,0,8000,0,2088.0,,Đã giao hàng,Mua hàng,8607
82,12504.0,2022-12-06 17:51:51,7143,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,14,18000,252000,7766.0,,Đang xử lý,Thanh toán,8441
83,4473.0,2020-12-25 13:38:08,2572,7,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,344,4,45000,180000,2799.0,4884.0,Thành công,Thẻ tín dụng,8007
84,4372.0,2022-01-09 18:35:32,2491,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,8,549000,4392000,2710.0,4771.0,Đã hoàn trả,Mua hàng,8708
85,10353.0,2022-12-15 05:42:58,5887,141,Sách,Sách kỹ năng sống,Sách tâm lý,Đắc Nhân Tâm,Dale Carnegie,95000,Sách tâm lý 'Đắc Nhân Tâm' - Cuốn sách giúp cải thiện kỹ năng giao tiếp và gặt hái thành công.,5.0,1344,0,95000,0,6412.0,,Thành công,Mua hàng,8087
