,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
10,10.0,2022-10-14 07:58:36,3,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,1,25000,25000,3.0,10.0,Đã hủy,Mua hàng,8864
11,11.0,2021-11-15 22:06:45,4,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,14,10000,140000,4.0,11.0,Đã hoàn trả,Thanh toán,8896
12,12.0,2021-11-15 22:06:45,4,44,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,957,4,45000,180000,4.0,12.0,Đang xử lý,Mua hàng,8248
13,13.0,2021-11-15 22:06:45,4,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,0,22000,0,4.0,,Đã giao hàng,Thẻ ghi nợ,8138
14,14.0,2021-11-15 22:06:45,4,87,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,,1517,0,25000,0,4.0,,Đã hủy,Hoàn tiền,8006
15,15.0,2021-11-15 22:06:45,4,50,Quần áo,Áo thun,Áo thun nữ,Áo thun nữ H&M,H&M,150000,Áo thun nữ H&M - Thời trang và thoải mái.,4.6,933,5,150000,750000,4.0,,Đang xử lý,Mua hàng,8221
16,16.0,2021-11-15 22:06:45,4,128,Điện gia dụng,Tủ lạnh,Tủ lạnh 2 cửa,Tủ lạnh 2 cửa Samsung,Samsung,8990000,Tủ lạnh 2 cửa Samsung - Bảo quản thực phẩm tươi ngon.,4.7,178,2,8990000,17980000,4.0,,Đã hủy,Thẻ ghi nợ,8457
17,17.0,2021-11-15 22:06:45,4,10,Quần áo,Quần jeans,Quần jeans nam,Quần jeans nam Levi's,Levi's,800000,Quần jeans nam Levi's - Chất liệu và kiểu dáng đẳng cấp.,4.8,618,9,800000,7200000,4.0,,Đang xử lý,Hoàn tiền,8408
18,18.0,2021-11-15 22:06:45,4,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,2,25000,50000,4.0,18.0,Đã giao hàng,Hoàn tiền,8898
19,19.0,2022-02-15 19:42:08,5,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,0,45000,0,5.0,19.0,Đã tiếp nhận,Thẻ tín dụng,8324
20,20.0,2022-02-24 17:24:11,6,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,3,27990000,83970000,6.0,20.0,Đã tiếp nhận,Mua hàng,8582
21,,,7,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,6,2799000,16794000,,21.0,Đã hủy,Mua hàng,8756
22,21.0,2022-11-25 07:18:57,8,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,0,33000000,0,7.0,,Đã xác nhận,Mua hàng,8587
23,22.0,2018-10-03 06:32:45,9,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,0,12000,0,8.0,,Đã giao hàng,Thanh toán trực tuyến,8105
24,23.0,2018-10-03 06:32:45,9,13,Thể thao và Dã ngoại,Balo leo núi,Balo leo núi phong cách,Balo leo núi The North Face,The North Face,1990000,Balo leo núi The North Face - Đối tác đáng tin cậy trên mỗi cuộc hành trình.,4.8,854,3,1990000,5970000,8.0,,Đang xử lý,Mua hàng,8260
25,24.0,2018-10-03 06:32:45,9,6,Thương mại điện tử,Điện thoại di động,Điện thoại iPhone,iPhone 13 Pro,Apple,33000000,Điện thoại iPhone 13 Pro - Thiết kế tinh tế và hiệu năng mạnh mẽ.,4.9,1404,2,33000000,66000000,8.0,,Đã giao hàng,Thanh toán trực tuyến,8711
26,25.0,2018-10-03 06:32:45,9,42,Thể thao và Dã ngoại,Gậy golf,Gậy golf nam,Gậy golf nam Callaway Epic Speed,Callaway,3499000,Gậy golf nam Callaway Epic Speed - Đánh bóng xa và chính xác.,,592,8,3499000,27992000,8.0,26.0,Thành công,Mua hàng,8731
27,26.0,2018-10-03 06:32:45,9,57,Sách,Sách tiểu thuyết,Tiểu thuyết khoa học viễn tưởng,Thế Giới Mới,Hội Nhà Văn,109000,Tiểu thuyết khoa học viễn tưởng 'Thế Giới Mới' - Cuốn sách gây cấn và đầy bất ngờ.,,721,1,109000,109000,8.0,27.0,Đang xử lý,Mua hàng,8822
28,27.0,2018-10-03 06:32:45,9,68,Thương mại điện tử,Máy tính bảng,Samsung Tab,Samsung Galaxy Tab S7,Samsung,18000000,Samsung Galaxy Tab S7 - Màn hình AMOLED đẹp và bút S Pen tiện ích.,4.8,846,0,18000000,0,8.0,28.0,Đang xử lý,Mua hàng,8440
29,28.0,2018-10-03 06:32:45,9,46,Đèn trang trí và Chiếu sáng,Đèn trần,Đèn trần phòng khách,Đèn trần phòng khách hiện đại,Artemide,2599000,Đèn trần phòng khách hiện đại Artemide - Tạo điểm nhấn cho phòng khách.,3.0,1876,9,2599000,23391000,8.0,29.0,Thành công,Hoàn tiền,8812
30,29.0,2018-10-03 06:32:45,9,115,Đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,4.6,1950,5,65000,325000,8.0,30.0,Đã hoàn trả,Thanh toán,8265
31,30.0,2018-10-03 06:32:45,9,51,Máy ảnh và Máy quay phim,Máy ảnh du lịch,Máy ảnh du lịch Sony Alpha,Máy ảnh du lịch Sony Alpha a6400,Sony,17490000,Máy ảnh du lịch Sony Alpha a6400 - Chất lượng hình ảnh nổi bật.,3.9,1352,4,17490000,69960000,8.0,,Đã giao hàng,Hoàn tiền,8187
32,31.0,2019-01-16 05:40:38,10,108,Thương mại điện tử,Điện thoại di động,Điện thoại Samsung,Samsung Galaxy S21,Samsung,25000000,Điện thoại Samsung Galaxy S21 - Màn hình AMOLED đẹp và camera chất lượng cao.,4.8,1591,14,25000000,350000000,9.0,32.0,Đã giao hàng,Mua hàng,8202
33,32.0,2022-12-29 01:22:47,11,42,Thể thao và Dã ngoại,Gậy golf,Gậy golf nam,Gậy golf nam Callaway Epic Speed,Callaway,3499000,Gậy golf nam Callaway Epic Speed - Đánh bóng xa và chính xác.,,592,0,3499000,0,10.0,,Đã hủy,Mua hàng,8702
34,33.0,2022-05-18 06:12:16,12,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,0,33000000,0,11.0,34.0,Thành công,Hoàn tiền,8039
35,34.0,2022-10-11 23:07:43,13,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,2,120000,240000,12.0,35.0,Đang xử lý,Thẻ ghi nợ,8849
36,35.0,2016-10-09 16:07:21,14,29,Đồ chơi và Trò chơi,Lego,Lego Technic,Lego Technic Excavator,Lego,899000,Lego Technic Excavator - Bộ lắp ráp siêu hấp dẫn với công nghệ động cơ.,1.9,549,1,899000,899000,13.0,36.0,Đã tiếp nhận,Mua hàng,8164
37,36.0,2022-04-29 06:56:12,15,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,4,70000,280000,14.0,37.0,Đang xử lý,Thẻ ghi nợ,8535
38,37.0,2022-08-07 22:58:46,16,78,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Sony Handycam FDR-AX53,Sony,18990000,Máy quay phim 4K Sony Handycam FDR-AX53 - Quay phim chất lượng cao.,4.8,1629,0,18990000,0,15.0,,Thành công,Thẻ tín dụng,8578
39,38.0,2020-05-04 21:52:22,17,64,Laptop và Máy tính,Máy tính bảng,iPad,iPad Air,Apple,16990000,Apple iPad Air 10.9-inch - Máy tính bảng siêu mỏng và nhẹ.,4.8,1773,17,16990000,288830000,16.0,,Đang xử lý,Thanh toán trực tuyến,8398
40,39.0,2022-12-09 22:22:37,18,46,Đèn trang trí và Chiếu sáng,Đèn trần,Đèn trần phòng khách,Đèn trần phòng khách hiện đại,Artemide,2599000,Đèn trần phòng khách hiện đại Artemide - Tạo điểm nhấn cho phòng khách.,3.0,1876,9,2599000,23391000,17.0,40.0,Thành công,Mua hàng,8736
41,40.0,2022-12-15 20:03:03,19,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,10,78000,780000,18.0,,Đang xử lý,Hoàn tiền,8414
42,41.0,2019-09-27 18:53:10,20,45,Rau củ,Củ,Khoai tây,Khoai tây tím,Garden Fresh,25000,Khoai tây tím Garden Fresh - Tươi ngon và giàu chất chống oxy hóa.,4.8,303,7,25000,175000,19.0,,Thành công,Thanh toán,8347
43,42.0,2019-09-27 18:53:10,20,36,Siêu thị đồ ăn,Thực phẩm đóng hộp,Đậu hũ,Đậu hũ hấp,Tofu Brand,20000,Đậu hũ hấp Tofu Brand - Dinh dưỡng và ngon miệng.,3.2,256,2,20000,40000,19.0,43.0,Đã tiếp nhận,Mua hàng,8819
44,43.0,2019-09-27 18:53:10,20,130,Điện thoại di động,Smartphone,iPhone,iPhone 13 Pro,Apple,26990000,iPhone 13 Pro 128GB - Máy tính di động hàng đầu của Apple.,4.8,85,1,26990000,26990000,19.0,44.0,Đã tiếp nhận,Thanh toán,8845
45,44.0,2019-09-27 18:53:10,20,3,Thời trang Nam/Nữ,Áo sơ mi,Áo sơ mi nam,Áo sơ mi nam trắng,Zara,590000,Áo sơ mi nam trắng Zara - Phong cách lịch lãm và trẻ trung.,4.7,760,2,590000,1180000,19.0,45.0,Thành công,Thẻ ghi nợ,8937
46,45.0,2019-09-27 18:53:10,20,17,Túi xách và Ví,Túi xách nữ,Túi xách nữ thời trang,Túi xách nữ thời trang Fossil,Fossil,2099000,Túi xách nữ thời trang Fossil - Phong cách trẻ trung và năng động.,2.9,215,1,2099000,2099000,19.0,,Thành công,Hoàn tiền,8798
47,46.0,2019-09-27 18:53:10,20,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,7,25000,175000,19.0,,Đã hủy,Thanh toán trực tuyến,8664
48,47.0,2019-09-27 18:53:10,20,29,Đồ chơi và Trò chơi,Lego,Lego Technic,Lego Technic Excavator,Lego,899000,Lego Technic Excavator - Bộ lắp ráp siêu hấp dẫn với công nghệ động cơ.,1.9,549,2,899000,1798000,19.0,48.0,Đã hoàn trả,Thẻ ghi nợ,8924
49,48.0,2019-09-27 18:53:10,20,1,Quần áo,Quần leggings,Quần leggings nữ,Quần leggings nữ Adidas,Adidas,500000,Quần leggings nữ Adidas - Thoải mái khi vận động.,2.6,1220,7,500000,3500000,19.0,49.0,Đang xử lý,Mua hàng,8759
50,49.0,2019-09-27 18:53:10,20,88,Thương mại điện tử,Máy tính xách tay,Laptop Dell,Laptop Dell XPS 13,Dell,32000000,Laptop Dell XPS 13 - Mỏng nhẹ và hiệu năng cao.,5.0,205,0,32000000,0,19.0,50.0,Đã tiếp nhận,Hoàn tiền,8336
51,50.0,2019-09-27 18:53:10,20,127,Siêu thị đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,4.7,519,5,8000,40000,19.0,51.0,Đã giao hàng,Mua hàng,8679
52,51.0,2017-01-01 22:49:10,21,31,Thời trang Nam/Nữ,Đầm,Đầm nữ,Đầm nữ dự tiệc,H&M,790000,Đầm nữ dự tiệc H&M - Nổi bật và quyến rũ trong bất kỳ buổi tiệc nào.,4.6,1419,12,790000,9480000,20.0,,Đã xác nhận,Thanh toán,8667
53,52.0,2022-03-08 19:28:51,22,90,Siêu thị đồ ăn,Thực phẩm tươi sống,Rau cải,Rau cải xanh,Farm Fresh,15000,Rau cải xanh Farm Fresh - Tươi ngon và giàu dinh dưỡng.,4.7,287,0,15000,0,21.0,,Đã giao hàng,Thanh toán trực tuyến,8169
54,53.0,2022-12-19 18:55:21,23,66,Thể thao và Dã ngoại,Xe đạp,Xe đạp địa hình,Xe đạp địa hình MTB Giant,Giant,17990000,Xe đạp địa hình MTB Giant - Trải nghiệm thú vị trên mọi địa hình.,5.0,188,15,17990000,269850000,22.0,54.0,Đã hủy,Thẻ ghi nợ,8547
55,54.0,2021-06-02 15:20:04,24,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,0,15000,0,23.0,55.0,Đang xử lý,Thanh toán trực tuyến,8323
56,55.0,2020-12-10 14:10:21,25,73,Thời trang Nam/Nữ,Quần jeans,Quần jeans skinny,Quần jeans skinny nam,Levi's,899000,Quần jeans skinny Levi's - Phong cách hiện đại và thời trang.,4.5,1041,3,899000,2697000,24.0,,Đã hoàn trả,Thanh toán,8901
57,,,26,41,Thiết bị điện tử,Thiết bị chơi game,Thiết bị chơi game Nintendo Switch,Thiết bị chơi game Nintendo Switch OLED,Nintendo,8990000,Thiết bị chơi game Nintendo Switch OLED - Trải nghiệm game di động chất lượng cao.,4.6,1357,1,8990000,8990000,,,Đã từ chối,Thẻ tín dụng,8614
58,56.0,2019-02-07 05:22:36,27,96,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Orient,Orient,1799000,Đồng hồ nam dây da Orient - Sự tinh tế và nam tính.,5.0,1880,2,1799000,3598000,25.0,58.0,Đã giao hàng,Thẻ ghi nợ,8355
59,57.0,2020-02-20 15:26:19,28,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,5,70000,350000,26.0,59.0,Đang xử lý,Thẻ ghi nợ,8478
60,58.0,,29,79,Rau củ,Củ,Khoai lang,Khoai lang sáp,Harvest Garden,18000,Khoai lang sáp Harvest Garden - Tươi ngon và giàu chất xơ.,4.5,766,0,18000,0,,,Thành công,Hoàn tiền,8270
61,59.0,2022-02-12 21:29:43,30,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,2,33000000,66000000,27.0,61.0,Đã hoàn trả,Thẻ tín dụng,8840
62,60.0,2022-02-12 21:29:43,30,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,0,25000,0,27.0,62.0,Đã hủy,Thẻ ghi nợ,8668
63,61.0,2022-02-12 21:29:43,30,71,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,3.1,1447,3,30000,90000,27.0,,Đã giao hàng,Thanh toán,8248
64,62.0,2022-02-12 21:29:43,30,113,Tiêu dùng nhanh,Đồ ăn nhanh,Pizza,Pizza phô mai,Pizza Express,65000,Pizza phô mai Pizza Express - Hương vị béo ngậy và thơm ngon.,3.0,1631,1,65000,65000,27.0,,Đã hủy,Thanh toán,8689
65,63.0,2022-02-12 21:29:43,30,0,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,4.7,1119,0,80000,0,27.0,,Thành công,Thẻ tín dụng,8148
66,64.0,2022-02-12 21:29:43,30,41,Thiết bị điện tử,Thiết bị chơi game,Thiết bị chơi game Nintendo Switch,Thiết bị chơi game Nintendo Switch OLED,Nintendo,8990000,Thiết bị chơi game Nintendo Switch OLED - Trải nghiệm game di động chất lượng cao.,4.6,1357,2,8990000,17980000,27.0,,Đang xử lý,Mua hàng,8281
67,65.0,2020-08-09 15:45:54,31,101,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,205,2,45000,90000,28.0,,Thành công,Mua hàng,8653
68,66.0,,32,29,Đồ chơi và Trò chơi,Lego,Lego Technic,Lego Technic Excavator,Lego,899000,Lego Technic Excavator - Bộ lắp ráp siêu hấp dẫn với công nghệ động cơ.,1.9,549,0,899000,0,,,Thành công,Mua hàng,8960
69,67.0,2020-02-24 00:06:30,33,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,6,79000,474000,29.0,69.0,Đã tiếp nhận,Thanh toán trực tuyến,8659
70,67.0,2020-02-24 00:06:30,33,9,Thương mại điện tử,Máy tính xách tay,Laptop Asus,Laptop Asus ZenBook,Asus,28000000,Laptop Asus ZenBook - Thiết kế sang trọng và màn hình chất lượng.,4.6,390,15,28000000,420000000,30.0,70.0,Đã giao hàng,Thẻ ghi nợ,8943
71,67.0,2020-02-24 00:06:30,33,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,0,70000,0,31.0,,Đã giao hàng,Mua hàng,8489
72,68.0,2022-03-21 18:25:55,34,66,Thể thao và Dã ngoại,Xe đạp,Xe đạp địa hình,Xe đạp địa hình MTB Giant,Giant,17990000,Xe đạp địa hình MTB Giant - Trải nghiệm thú vị trên mọi địa hình.,5.0,188,2,17990000,35980000,32.0,,Thành công,Thẻ ghi nợ,8099
73,69.0,2021-03-29 15:24:33,35,87,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,,1517,5,25000,125000,33.0,,Đã giao hàng,Thẻ tín dụng,8815
74,70.0,2014-11-25 21:05:28,36,49,Siêu thị đồ ăn,Thực phẩm tươi sống,Hải sản,Tôm sú,Fresh Seafood,100000,Tôm sú Fresh Seafood - Tươi ngon và thơm ngon.,3.2,1670,0,100000,0,34.0,74.0,Đã giao hàng,Thanh toán trực tuyến,8825
75,70.0,2014-11-25 21:05:28,36,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,35.0,,Đã tiếp nhận,Thẻ tín dụng,8805
76,70.0,2014-11-25 21:05:28,36,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,13,120000,1560000,36.0,76.0,Thành công,Hoàn tiền,8113
77,71.0,2022-12-29 20:39:46,37,59,Sách,Sách triết học,Triết lý sống,Điều Còn Lại Sau Khi Chết,NXB Văn Học,75000,Sách triết học 'Điều Còn Lại Sau Khi Chết' - Suy ngẫm về ý nghĩa cuộc sống và cái chết.,4.9,1798,2,75000,150000,37.0,77.0,Đã hủy,Thẻ tín dụng,8755
78,72.0,2022-02-12 20:47:47,38,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,0,56490000,0,38.0,78.0,Đang xử lý,Mua hàng,8683
79,73.0,2022-05-22 20:43:00,39,45,Rau củ,Củ,Khoai tây,Khoai tây tím,Garden Fresh,25000,Khoai tây tím Garden Fresh - Tươi ngon và giàu chất chống oxy hóa.,4.8,303,0,25000,0,39.0,79.0,Đang xử lý,Thanh toán,8133
80,74.0,2020-10-10 06:54:59,40,89,Máy giặt và Máy sấy,Máy giặt,Máy giặt cửa trước,Máy giặt cửa trước LG,LG,8990000,Máy giặt cửa trước LG - Giặt sạch và tiết kiệm năng lượng.,4.8,1076,0,8990000,0,40.0,,Đã giao hàng,Thẻ ghi nợ,8052
81,74.0,2020-10-10 06:54:59,40,38,Điện thoại di động,Smartphone,Pixel,Pixel 6 Pro,Google,23990000,Google Pixel 6 Pro 128GB - Trải nghiệm Android hoàn hảo cùng Google.,2.5,850,0,23990000,0,41.0,81.0,Đã xác nhận,Thanh toán,8914
82,74.0,2020-10-10 06:54:59,40,85,Siêu thị đồ ăn,Thực phẩm đông lạnh,Thịt viên,Thịt viên xúc xích,Vietnamese Delights,45000,Thịt viên xúc xích Vietnamese Delights - Ăn liền tiện lợi và ngon miệng.,2.0,234,1,45000,45000,42.0,,Đã hủy,Thanh toán,8050
83,75.0,2022-12-02 15:56:31,41,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,14,12000,168000,43.0,,Đang xử lý,Mua hàng,8550
84,76.0,2022-12-07 04:28:00,42,20,Sách,Sách tự lực,Sách lập kế hoạch,Kế Hoạch Thành Công,Nhã Nam,89000,Sách lập kế hoạch 'Kế Hoạch Thành Công' - Hướng dẫn xây dựng kế hoạch đạt đích thành công.,4.9,1492,0,89000,0,44.0,84.0,Đã giao hàng,Thanh toán,8437
85,77.0,2022-12-07 04:28:00,42,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,0,549000,0,44.0,,Đã giao hàng,Thẻ ghi nợ,8575
86,78.0,2022-12-07 04:28:00,42,96,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Orient,Orient,1799000,Đồng hồ nam dây da Orient - Sự tinh tế và nam tính.,5.0,1880,0,1799000,0,44.0,,Đã giao hàng,Mua hàng,8722
87,79.0,2022-12-07 04:28:00,42,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,1,98000,98000,44.0,87.0,Đã tiếp nhận,Mua hàng,8024
